id_musica;musica;id_artista;artista
01a02690-22e2-7774-a1a3-e4e97126edf0;マイガール;01a02690-0cc1-721d-98dd-5c511d5d126b;ARASHI
01a02690-22e2-7774-a1a3-e4ea795f519f;感謝カンゲキ雨嵐;01a02690-0cc1-721d-98dd-5c511d5d126b;ARASHI
01a02690-22e2-7774-a1a3-e4eb44b33423;果てない空;01a02690-0cc1-721d-98dd-5c511d5d126b;ARASHI
01a02690-22e2-7774-a1a3-e4ec3f88d4b3;迷宮ラブソング;01a02690-0cc1-721d-98dd-5c511d5d126b;ARASHI
01a02690-22e2-7774-a1a3-e4eda13800ee;LINK HEARTS;01a02690-0cc1-721d-98dd-5c526513cfb3;ASTRO DONUTS
01a02690-22e3-7064-9388-0fa7a95884d7;Adrenaline;01a02690-0cc1-721d-98dd-5c53a036a128;ATEEZ
01a02690-22e3-7064-9388-0fa8483ad62a;BAD;01a02690-0cc1-721d-98dd-5c53a036a128;ATEEZ
01a02690-22e3-7064-9388-0fa9fb432696;Ghost;01a02690-0cc1-721d-98dd-5c53a036a128;ATEEZ
01a02690-22e3-7064-9388-0faa489ffb66;MAMACITA;01a02690-0cc1-721d-98dd-5c53a036a128;ATEEZ
01a02690-22e3-7064-9388-0fab7c1e2b25;NASA;01a02690-0cc1-721d-98dd-5c53a036a128;ATEEZ
01a02690-22e3-7064-9388-0fac1c013912;On The Road;01a02690-0cc1-721d-98dd-5c53a036a128;ATEEZ
01a02690-22e3-7064-9388-0fad7f898e5e;Round & Round;01a02690-0cc1-721d-98dd-5c54f0e717ac;ATP MUSIC
01a02690-22e3-7064-9388-0fae31a8f398;Golden;01a02690-0cc1-721d-98dd-5c552642cd84;AUDREY NUNA
01a02690-22e3-7064-9388-0faf96ca2d6c;How It’s Done;01a02690-0cc1-721d-98dd-5c552642cd84;AUDREY NUNA
01a02690-22e3-7064-9388-0fb066baf4b5;Takedown;01a02690-0cc1-721d-98dd-5c552642cd84;AUDREY NUNA
01a02690-22e3-7064-9388-0fb17a8aaad3;What It Sounds Like;01a02690-0cc1-721d-98dd-5c552642cd84;AUDREY NUNA
01a02690-22e3-7064-9388-0fb24511f28a;An deiner Seite;01a02690-0cc1-721d-98dd-5c5648720f36;AURA
01a02690-22e3-7064-9388-0fb3d25f51a3;In My Arms;01a02690-0cc1-721d-98dd-5c574cc86f09;AVALAN ROKSTON
01a02690-22e3-7064-9388-0fb4954a72af;Vertigo;01a02690-0cc1-721d-98dd-5c574cc86f09;AVALAN ROKSTON
01a02690-22e3-7064-9388-0fb5fe9dbfb4;Waiting For;01a02690-0cc1-721d-98dd-5c5891bf4541;AVEC
01a02690-22e3-7064-9388-0fb65c39297e;Renn;01a02690-0cc1-721d-98dd-5c59d07fe023;AYLIVA
01a02690-22e3-7064-9388-0fb77f2d582d;Saikyo Mirai Shodo;01a02690-0cc1-721d-98dd-5c5abe694a80;AZKi
01a02690-22e3-7064-9388-0fb8918bda04;NOBODY;01a02690-0cc1-721d-98dd-5c5b9618d017;Aarne
01a02690-22e3-7064-9388-0fb9d9b7fb24;The Door;01a02690-0cc1-721d-98dd-5c5c60ec1cb5;Aaron Lewis
01a02690-22e3-7064-9388-0fba5453cf26;Pity the Child;01a02690-0cc1-721d-98dd-5c5daecf2621;Aaron Tveit
01a02690-22e3-7064-9388-0fbbf43d0467;Same Here;01a02690-0cc1-721d-98dd-5c5e7edb1339;Aaron Watson
01a02690-22e3-7064-9388-0fbc75ed9a98;Alhamdullilah;01a02690-0cc1-721d-98dd-5c5ffb52558e;Abdull vocals
01a02690-22e3-7064-9388-0fbda77815d9;Kâbe'de Hacılar;01a02690-0cc1-721d-98dd-5c60a4179588;Abdurrahman Önül
01a02690-22e3-7064-9388-0fbe24834d3e;Betty's in the Band;01a02690-0cc1-721d-98dd-5c61e5646acc;Abigail Rose
01a02690-22e3-7064-9388-0fbfd14c71c0;If You Can't Find Hope;01a02690-0cc1-721d-98dd-5c62b58bd9f1;Able Heart
01a02690-22e3-7064-9388-0fc0a0b26ed4;Thunderstruck;01a02690-0cc1-721d-98dd-5c6316787491;Ac/Dc
01a02690-22e3-7064-9388-0fc1a4a4e4e5;Balls to the Wall;01a02690-0cc1-721d-98dd-5c6438bcfc77;Accept
01a02690-22e3-7064-9388-0fc2b18c8a2c;Save Us;01a02690-0cc1-721d-98dd-5c6438bcfc77;Accept
01a02690-22e3-7064-9388-0fc3f03b21fd;總有一顆屬於你的星球;01a02690-0cc1-721d-98dd-5c654af8b116;Accusefive
01a02690-22e3-7064-9388-0fc49cb1e89a;AMOR;01a02690-0cc1-721d-98dd-5c667e948453;Achille Lauro
01a02690-22e3-7064-9388-0fc5d591f441;Che tesoro che sei;01a02690-0cc1-721d-98dd-5c667e948453;Achille Lauro
01a02690-22e3-7064-9388-0fc659c13523;In Viaggio Verso Il Paradiso;01a02690-0cc1-721d-98dd-5c667e948453;Achille Lauro
01a02690-22e3-7064-9388-0fc77d04228e;Incoscienti Giovani;01a02690-0cc1-721d-98dd-5c667e948453;Achille Lauro
01a02690-22e3-7064-9388-0fc8dc450ca1;Perdutamente;01a02690-0cc1-721d-98dd-5c667e948453;Achille Lauro
01a02690-22e3-7064-9388-0fc9f018d898;AM I OK;01a02690-0cc1-721d-98dd-5c67d4ef111e;Adam Lambert
01a02690-22e3-7064-9388-0fcae56dec6d;UNDER THE RHYTHM;01a02690-0cc1-721d-98dd-5c67d4ef111e;Adam Lambert
01a02690-22e3-7064-9388-0fcbc28a5079;His to Mine;01a02690-0cc1-721d-98dd-5c681dbf88d5;Adam Sanders
01a02690-22e3-7064-9388-0fcc22b0c106;Easy On Me;01a02690-0cc1-721d-98dd-5c691ca1d608;Adele
01a02690-22e3-7064-9388-0fcdc26cac01;Rolling In the Deep;01a02690-0cc1-721d-98dd-5c691ca1d608;Adele
01a02690-22e3-7064-9388-0fce06d1c978;Send My Love;01a02690-0cc1-721d-98dd-5c691ca1d608;Adele
01a02690-22e3-7064-9388-0fcffe27dae7;Classique;01a02690-0cc1-721d-98dd-5c6a00808dce;Adieu Aru
01a02690-22e3-7064-9388-0fd05b9d3bf6;Mon Amour;01a02690-0cc1-721d-98dd-5c6b0b5cc271;Aditotoro
01a02690-22e3-7064-9388-0fd184517043;Alakh Niranjan;01a02690-0cc1-721d-98dd-5c6c6bd755bb;Aditya
01a02690-22e3-7064-9388-0fd2f69f1606;AiAiA;01a02690-0cc1-721d-98dd-5c6d3d84adee;Ado
01a02690-22e3-7064-9388-0fd3e32701d7;Angelseek;01a02690-0cc1-721d-98dd-5c6d3d84adee;Ado
01a02690-22e3-7064-9388-0fd4c99a2178;KIRA;01a02690-0cc1-721d-98dd-5c6d3d84adee;Ado
01a02690-22e3-7064-9388-0fd556c52222;Love me forever;01a02690-0cc1-721d-98dd-5c6d3d84adee;Ado
01a02690-22e3-7064-9388-0fd644cae712;Monstruo;01a02690-0cc1-721d-98dd-5c6d3d84adee;Ado
01a02690-22e3-7064-9388-0fd72e49bd5f;Odoru Ponpokorin;01a02690-0cc1-721d-98dd-5c6d3d84adee;Ado
01a02690-22e3-7064-9388-0fd8ed2d5b21;Vivarium;01a02690-0cc1-721d-98dd-5c6d3d84adee;Ado
01a02690-22e3-7064-9388-0fd9eb0d53ff;DEKOBOKO LIFE;01a02690-0cc1-721d-98dd-5c6efe11bbc0;Ae! Group
01a02690-22e3-7064-9388-0fdae8dafe10;PRIDE;01a02690-0cc1-721d-98dd-5c6efe11bbc0;Ae! Group
01a02690-22e3-7064-9388-0fdb45859c47;Dream On;01a02690-0cc1-721d-98dd-5c6f2c3a1bf1;Aerosmith
01a02690-22e3-7064-9388-0fdc25a2d5ec;My Only Angel;01a02690-0cc1-721d-98dd-5c6f2c3a1bf1;Aerosmith
01a02690-22e3-7064-9388-0fdd8c469117;I don’t chase I attract;01a02690-0cc1-721d-98dd-5c706c571045;Affirmation Club
01a02690-22e3-7064-9388-0fde1bf3606c;Meisje;01a02690-0cc1-721d-98dd-5c712e87e49e;Afro Bros
01a02690-22e3-7064-9388-0fdfbde7ebef;Carry me home;01a02690-0cc1-721d-98dd-5c72dc004b08;Afro House Galaxy
01a02690-22e3-7064-9388-0fe0f6aabf71;Papaoutai;01a02690-0cc1-721d-98dd-5c73f90d6191;Afro-D
01a02690-22e3-7064-9388-0fe1af6a8c18;Lemon Pound Cake;01a02690-0cc1-721d-98dd-5c748f78edda;Afroman
01a02690-22e3-7064-9388-0fe2c5fa6e38;Melissa I'M Drunk And Outside;01a02690-0cc1-721d-98dd-5c75bbc1e26b;Afroplugs
01a02690-22e3-7064-9388-0fe33f82d3c6;People;01a02690-0cc1-721d-98dd-5c760e2fb2aa;Agust D
01a02690-22e3-7064-9388-0fe433bc2b22;Shine;01a02690-0cc1-721d-98dd-5c77fce01202;Aidan Martin
01a02690-22e2-7774-a1a3-e4d2e7cdd23d;夢ノ聖火;01a02690-0cc1-721d-98dd-5c783c51947a;Aijima Cecil
01a02690-22e3-7064-9388-0fe515ccf4d0;Live to Survive;01a02690-0cc1-721d-98dd-5c790092579d;Aimer
01a02690-22e3-7064-9388-0fe67e185297;ai no hana;01a02690-0cc1-721d-98dd-5c7a3012c4af;Aimyon
01a02690-22e3-7064-9388-0fe706f1ff5f;Blue Shining Star;01a02690-0cc1-721d-98dd-5c7b34ed94c1;Aina The End
01a02690-22e3-7064-9388-0fe825664e3f;Luminous;01a02690-0cc1-721d-98dd-5c7b34ed94c1;Aina The End
01a02690-22e3-7064-9388-0fe93707c70f;On The Way;01a02690-0cc1-721d-98dd-5c7b34ed94c1;Aina The End
01a02690-22e3-7064-9388-0fea61f46da5;Ruby on the edge;01a02690-0cc1-721d-98dd-5c7b34ed94c1;Aina The End
01a02690-22e3-7064-9388-0fe93707c70f;On The Way;01a02690-0cc1-721d-98dd-5c7c13fc80bc;Aina The End - 革命道中
01a02690-22e3-7064-9388-0feb65b711a5;Alive After Death;01a02690-0cc1-721d-98dd-5c7d9de9ad63;Airbourne
01a02690-22e3-7064-9388-0fec8003d9a0;Here She Comes;01a02690-0cc1-721d-98dd-5c7d9de9ad63;Airbourne
01a02690-22e3-7064-9388-0fedbb2afa6c;Kid In A Candy Store;01a02690-0cc1-721d-98dd-5c7d9de9ad63;Airbourne
01a02690-22e3-7064-9388-0feeb0b91fdf;una voz;01a02690-0cc1-721d-98dd-5c7e447a583d;Aisha Ruah
01a02690-22e3-7064-9388-0fef3ab1bc46;6 DE FEBRERO;01a02690-0cc1-721d-98dd-5c7fee646c9f;Aitana
01a02690-22e3-7064-9388-0ff08deb496a;SUPERESTRELLA;01a02690-0cc1-721d-98dd-5c7fee646c9f;Aitana
01a02690-22e3-7064-9388-0ff190da373d;RMB;01a02690-0cc1-721d-98dd-5c80a8065d5e;Aitch
01a02690-22e3-7064-9388-0ff219c7c8ef;Unsteady;01a02690-0cc1-721d-98dd-5c80a8065d5e;Aitch
01a02690-22e3-7064-9388-0ff38eebd6fd;Housebroken;01a02690-0cc1-721d-98dd-5c81537edd9b;Aiyana-Lee
01a02690-22e3-7064-9388-0ff4c0bafb2f;Poesie Clandestine;01a02690-0cc1-721d-98dd-5c824355a6e7;Aka 7even
01a02690-22e3-7064-9388-0ff50bb4bf1c;〜↑↑ -KARAAGE-;01a02690-0cc1-721d-98dd-5c83cdfc5839;Akagi Wen
01a02690-22e3-7064-9388-0ff6a8e26fe7;Years have passed;01a02690-0cc1-721d-98dd-5c84c4dba876;Akin kaplan
01a02690-22e3-7064-9388-0ff75799dd1c;Designated Drinker;01a02690-0cc1-721d-98dd-5c85e841e70c;Alan Jackson
01a02690-22e3-7064-9388-0ff80ce8132a;Remember When;01a02690-0cc1-721d-98dd-5c85e841e70c;Alan Jackson
01a02690-22e3-7064-9388-0ff9ea9fd485;Still The One;01a02690-0cc1-721d-98dd-5c85e841e70c;Alan Jackson
01a02690-22e3-7064-9388-0ffa661302ef;FATE;01a02690-0cc1-721d-98dd-5c8694facade;Alan Walker
01a02690-22e3-7064-9388-0ffbd4b8603a;Headlights;01a02690-0cc1-721d-98dd-5c8694facade;Alan Walker
01a02690-22e3-7064-9388-0ffc8d85bc09;Uninvited;01a02690-0cc1-721d-98dd-5c87dd3c5b44;Alanis Morissette
01a02690-22e3-7064-9388-0ffddce04db6;Sé esa mujer valiente;01a02690-0cc1-721d-98dd-5c88204ecc84;Alba Letycia
01a02690-22e3-7064-9388-0ffea0304e77;Sitting Down Here;01a02690-0cc1-721d-98dd-5c89360bf5e3;Albi
01a02690-22e3-7064-9388-0fffa32fb404;Sin Despedida;01a02690-0cc1-721d-98dd-5c8a78115c07;Alejandro Fernández
01a02690-22e3-7064-9388-1000c7ec7aab;Cuéntame;01a02690-0cc1-721d-98dd-5c8b48d33771;Alejandro Sanz
01a02690-22e3-7064-9388-100156534b59;Yo Era Poesía;01a02690-0cc1-721d-98dd-5c8b48d33771;Alejandro Sanz
01a02690-22e3-7064-9388-1002a50742dc;HIT PARADE;01a02690-0cc1-721d-98dd-5c8c84baa727;Alessandra Amoroso
01a02690-22e3-7064-9388-100342a3906c;Scars to Your Beautiful;01a02690-0cc1-721d-98dd-5c8d38055fa7;Alessia Cara
01a02690-22e3-7064-9388-1004c291f4c8;FADE;01a02690-0cc1-721d-98dd-5c8e58009190;Alesso
01a02690-22e3-7064-9388-10059d422d30;In Your Eyes;01a02690-0cc1-721d-98dd-5c8e58009190;Alesso
01a02690-22e3-7064-9388-10068bafc6f3;Club Bizarre;01a02690-0cc1-721d-98dd-5c8fe7445860;Alex Christensen
01a02690-22e3-7064-9388-1007f6f94105;Energy;01a02690-0cc1-721d-98dd-5c902e76859a;Alex Mills
01a02690-22e3-7064-9388-10084abaa255;Bloodline;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-100928ed073f;Carry You Home;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-100a0f859188;Eternity;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-100b5e38175e;FEVER DREAM;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-100ce71eedeb;FINE PLACE TO DIE;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-100da019e76f;Ordinary;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-100e12a6d7ea;PASSENGER;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-100fcb6295a2;RESCUER;01a02690-0cc1-721d-98dd-5c9125e4a9d1;Alex Warren
01a02690-22e3-7064-9388-1010b6cc6f70;Medizin;01a02690-0cc1-721d-98dd-5c926cdcf6dc;Alexander Eder
01a02690-22e3-7064-9388-1011e1b3fb91;Nimm das Leben nicht zu ernst;01a02690-0cc1-721d-98dd-5c926cdcf6dc;Alexander Eder
01a02690-22e3-7064-9388-1012df0b82ac;Von Mann zu Mann;01a02690-0cc1-721d-98dd-5c93f4652b9d;Alexander Rier
01a02690-22e3-7064-9388-10134c375ec3;Rent Free;01a02690-0cc1-721d-98dd-5c940fc8c2ab;Alexia Jayy
01a02690-22e3-7064-9388-10144c75f7a5;Buon Vento;01a02690-0cc1-721d-98dd-5c9530e818e9;Alfa
01a02690-22e3-7064-9388-1015151075b4;Märchen;01a02690-0cc1-721d-98dd-5c96f4c56833;Alice Stark
01a02690-22e3-7064-9388-1016c5d2b2e6;Empire State of Mind, Pt. 2;01a02690-0cc1-721d-98dd-5c977afa16d4;Alicia Keys
01a02690-22e3-7064-9388-1017d3e504cd;Checkmate;01a02690-0cc1-721d-98dd-5c98521f3733;Alissa White-Gluz
01a02690-22e3-7064-9388-10185f3bca8e;Freund & Feind;01a02690-0cc1-721d-98dd-5c99b87b51e8;Alix Oder Nix
01a02690-22e3-7064-9388-10192f7010d5;Baby Goodbye;01a02690-0cc1-721d-98dd-5c9adbc58965;Alle Farben
01a02690-22e3-7064-9388-101a9295c3f8;Lost in Time;01a02690-0cc1-721d-98dd-5c9adbc58965;Alle Farben
01a02690-22e3-7064-9388-101b924a09f0;Ein Herz kann man nicht reparieren;01a02690-0cc1-721d-98dd-5c9b01fe8eea;Alli Neumann
01a02690-22e3-7064-9388-101c00369893;Prologue;01a02690-0cc1-721d-98dd-5c9cfd112eb9;Allison Russell
01a02690-22e3-7064-9388-101d46a77f1e;Vida Mía;01a02690-0cc1-721d-98dd-5c9d71add236;Alma Flamenca Sessions
01a02690-22e3-7064-9388-101e02287ea7;Bokura wa Ima no Naka de;01a02690-0cc1-721d-98dd-5c9ea65d4396;Almond Eye (CV: Kaori Ishihara)
01a02690-22e3-7064-9388-101f2afd6f0d;VOLTAGE;01a02690-0cc1-721d-98dd-5c9ea65d4396;Almond Eye (CV: Kaori Ishihara)
01a02690-22e3-7064-9388-1020f0f08e72;You Aim A;01a02690-0cc1-721d-98dd-5c9ea65d4396;Almond Eye (CV: Kaori Ishihara)
